id,scheme_slug,document_name,is_mandatory,description
269,andhra-pradesh-phase-2-girl-child-higher-education-incentive,Income Certificate,1,Official Income Certificate for verification
270,andhra-pradesh-phase-2-girl-child-higher-education-incentive,Bank Passbook,1,Official Bank Passbook for verification
271,andhra-pradesh-phase-2-technical-polytechnic-skill-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
272,andhra-pradesh-phase-2-technical-polytechnic-skill-stipend,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
273,andhra-pradesh-phase-2-technical-polytechnic-skill-stipend,Income Certificate,1,Official Income Certificate for verification
274,andhra-pradesh-phase-2-technical-polytechnic-skill-stipend,Bank Passbook,1,Official Bank Passbook for verification
275,andhra-pradesh-phase-2-overseas-education-scholarship-for-ews,Aadhaar Card,1,Official Aadhaar Card for verification
276,andhra-pradesh-phase-2-overseas-education-scholarship-for-ews,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
277,andhra-pradesh-phase-2-overseas-education-scholarship-for-ews,Income Certificate,1,Official Income Certificate for verification
278,andhra-pradesh-phase-2-overseas-education-scholarship-for-ews,Bank Passbook,1,Official Bank Passbook for verification
279,andhra-pradesh-phase-2-special-education-aid-for-divyang-students,Aadhaar Card,1,Official Aadhaar Card for verification
280,andhra-pradesh-phase-2-special-education-aid-for-divyang-students,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
281,andhra-pradesh-phase-2-special-education-aid-for-divyang-students,Income Certificate,1,Official Income Certificate for verification
282,andhra-pradesh-phase-2-special-education-aid-for-divyang-students,Bank Passbook,1,Official Bank Passbook for verification
283,andhra-pradesh-phase-2-matru-kalyan-nutrition-dbt,Aadhaar Card,1,Official Aadhaar Card for verification
284,andhra-pradesh-phase-2-matru-kalyan-nutrition-dbt,Ration Card,1,Official Ration Card for verification
285,andhra-pradesh-phase-2-matru-kalyan-nutrition-dbt,Bank Passbook,1,Official Bank Passbook for verification
286,andhra-pradesh-phase-2-matru-kalyan-nutrition-dbt,Income Certificate,0,Official Income Certificate for verification
287,andhra-pradesh-phase-2-mahila-swavalamban-livelihood-grant,Aadhaar Card,1,Official Aadhaar Card for verification
288,andhra-pradesh-phase-2-mahila-swavalamban-livelihood-grant,Ration Card,1,Official Ration Card for verification
289,andhra-pradesh-phase-2-mahila-swavalamban-livelihood-grant,Bank Passbook,1,Official Bank Passbook for verification
290,andhra-pradesh-phase-2-mahila-swavalamban-livelihood-grant,Income Certificate,0,Official Income Certificate for verification
291,andhra-pradesh-phase-2-kanya-vivah-marriage-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
292,andhra-pradesh-phase-2-kanya-vivah-marriage-assistance,Ration Card,1,Official Ration Card for verification
293,andhra-pradesh-phase-2-kanya-vivah-marriage-assistance,Bank Passbook,1,Official Bank Passbook for verification
294,andhra-pradesh-phase-2-kanya-vivah-marriage-assistance,Income Certificate,0,Official Income Certificate for verification
295,andhra-pradesh-phase-2-working-women-hostel-transport-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
296,andhra-pradesh-phase-2-working-women-hostel-transport-subsidy,Ration Card,1,Official Ration Card for verification
297,andhra-pradesh-phase-2-working-women-hostel-transport-subsidy,Bank Passbook,1,Official Bank Passbook for verification
298,andhra-pradesh-phase-2-working-women-hostel-transport-subsidy,Income Certificate,0,Official Income Certificate for verification
299,andhra-pradesh-phase-2-single-mother-destitute-women-pension,Aadhaar Card,1,Official Aadhaar Card for verification
300,andhra-pradesh-phase-2-single-mother-destitute-women-pension,Ration Card,1,Official Ration Card for verification
301,andhra-pradesh-phase-2-single-mother-destitute-women-pension,Bank Passbook,1,Official Bank Passbook for verification
302,andhra-pradesh-phase-2-single-mother-destitute-women-pension,Income Certificate,0,Official Income Certificate for verification
303,andhra-pradesh-phase-2-sukanya-samriddhi-high-interest-top-up,Aadhaar Card,1,Official Aadhaar Card for verification
304,andhra-pradesh-phase-2-sukanya-samriddhi-high-interest-top-up,Ration Card,1,Official Ration Card for verification
305,andhra-pradesh-phase-2-sukanya-samriddhi-high-interest-top-up,Bank Passbook,1,Official Bank Passbook for verification
306,andhra-pradesh-phase-2-sukanya-samriddhi-high-interest-top-up,Income Certificate,0,Official Income Certificate for verification
307,andhra-pradesh-phase-2-universal-cashless-health-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
308,andhra-pradesh-phase-2-universal-cashless-health-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
309,andhra-pradesh-phase-2-universal-cashless-health-insurance,Medical Prescription,1,Official Medical Prescription for verification
310,andhra-pradesh-phase-2-critical-illness-relief-fund-cancer-kidney,Aadhaar Card,1,Official Aadhaar Card for verification
311,andhra-pradesh-phase-2-critical-illness-relief-fund-cancer-kidney,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
312,andhra-pradesh-phase-2-critical-illness-relief-fund-cancer-kidney,Medical Prescription,1,Official Medical Prescription for verification
313,andhra-pradesh-phase-2-free-diagnostic-tests-medicine-scheme,Aadhaar Card,1,Official Aadhaar Card for verification
314,andhra-pradesh-phase-2-free-diagnostic-tests-medicine-scheme,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
315,andhra-pradesh-phase-2-free-diagnostic-tests-medicine-scheme,Medical Prescription,1,Official Medical Prescription for verification
316,andhra-pradesh-phase-2-senior-citizen-specialized-geriatric-care,Aadhaar Card,1,Official Aadhaar Card for verification
317,andhra-pradesh-phase-2-senior-citizen-specialized-geriatric-care,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
318,andhra-pradesh-phase-2-senior-citizen-specialized-geriatric-care,Medical Prescription,1,Official Medical Prescription for verification
319,andhra-pradesh-phase-2-emergency-accidental-trauma-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
320,andhra-pradesh-phase-2-emergency-accidental-trauma-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
321,andhra-pradesh-phase-2-emergency-accidental-trauma-insurance,Medical Prescription,1,Official Medical Prescription for verification
322,andhra-pradesh-phase-2-old-age-social-security-pension,Aadhaar Card,1,Official Aadhaar Card for verification
323,andhra-pradesh-phase-2-old-age-social-security-pension,Income Certificate,1,Official Income Certificate for verification
324,andhra-pradesh-phase-2-old-age-social-security-pension,Bank Passbook,1,Official Bank Passbook for verification
325,andhra-pradesh-phase-2-old-age-social-security-pension,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
326,andhra-pradesh-phase-2-divyangjan-disability-monthly-pension,Aadhaar Card,1,Official Aadhaar Card for verification
327,andhra-pradesh-phase-2-divyangjan-disability-monthly-pension,Income Certificate,1,Official Income Certificate for verification
328,andhra-pradesh-phase-2-divyangjan-disability-monthly-pension,Bank Passbook,1,Official Bank Passbook for verification
329,andhra-pradesh-phase-2-divyangjan-disability-monthly-pension,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
330,andhra-pradesh-phase-2-antyodaya-subsidized-food-security,Aadhaar Card,1,Official Aadhaar Card for verification
331,andhra-pradesh-phase-2-antyodaya-subsidized-food-security,Income Certificate,1,Official Income Certificate for verification
332,andhra-pradesh-phase-2-antyodaya-subsidized-food-security,Bank Passbook,1,Official Bank Passbook for verification
333,andhra-pradesh-phase-2-antyodaya-subsidized-food-security,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
334,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,Aadhaar Card,1,Official Aadhaar Card for verification
335,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,Income Certificate,1,Official Income Certificate for verification
336,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,Bank Passbook,1,Official Bank Passbook for verification
337,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
338,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,Aadhaar Card,1,Official Aadhaar Card for verification
339,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,Income Certificate,1,Official Income Certificate for verification
340,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,Bank Passbook,1,Official Bank Passbook for verification
341,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
342,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
343,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
344,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,Bank Passbook,1,Official Bank Passbook for verification
345,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,Aadhaar Card,1,Official Aadhaar Card for verification
346,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
347,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,Bank Passbook,1,Official Bank Passbook for verification
348,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,Aadhaar Card,1,Official Aadhaar Card for verification
349,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
350,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,Bank Passbook,1,Official Bank Passbook for verification
351,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,Aadhaar Card,1,Official Aadhaar Card for verification
352,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
353,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,Bank Passbook,1,Official Bank Passbook for verification
354,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,Aadhaar Card,1,Official Aadhaar Card for verification
355,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
356,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,Bank Passbook,1,Official Bank Passbook for verification
357,andhra-pradesh-phase-2-pucca-house-construction-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
358,andhra-pradesh-phase-2-pucca-house-construction-subsidy,Land Possession Certificate,1,Official Land Possession Certificate for verification
359,andhra-pradesh-phase-2-pucca-house-construction-subsidy,Income Certificate,1,Official Income Certificate for verification
360,andhra-pradesh-phase-2-pucca-house-construction-subsidy,Bank Passbook,1,Official Bank Passbook for verification
361,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
362,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,Land Possession Certificate,1,Official Land Possession Certificate for verification
363,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,Income Certificate,1,Official Income Certificate for verification
364,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,Bank Passbook,1,Official Bank Passbook for verification
365,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,Aadhaar Card,1,Official Aadhaar Card for verification
366,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,Land Possession Certificate,1,Official Land Possession Certificate for verification
367,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,Income Certificate,1,Official Income Certificate for verification
368,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,Bank Passbook,1,Official Bank Passbook for verification
369,andhra-pradesh-phase-2-rural-toilet-water-tap-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
370,andhra-pradesh-phase-2-rural-toilet-water-tap-incentive,Land Possession Certificate,1,Official Land Possession Certificate for verification
371,andhra-pradesh-phase-2-rural-toilet-water-tap-incentive,Income Certificate,1,Official Income Certificate for verification
372,andhra-pradesh-phase-2-rural-toilet-water-tap-incentive,Bank Passbook,1,Official Bank Passbook for verification
373,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
374,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,PAN Card,1,Official PAN Card for verification
375,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,Aadhaar Card,1,Official Aadhaar Card for verification
376,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,Bank Account Statement,1,Official Bank Account Statement for verification
377,andhra-pradesh-phase-2-women-entrepreneur-startup-grant,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
