id,scheme_slug,field_name,operator,rule_value,description
239,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
240,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,annual_income,lte,200000,Citizen annual_income must be lte '200000'
241,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
242,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
243,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
244,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
245,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
246,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,age,between,18-29,Citizen age must be between '18-29'
247,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
248,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
249,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,annual_income,lte,300000,Citizen annual_income must be lte '300000'
250,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
251,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
252,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,age,between,18-35,Citizen age must be between '18-35'
253,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
254,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,occupation,eq,Student,Citizen occupation must be eq 'Student'
255,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,annual_income,lte,500000,Citizen annual_income must be lte '500000'
256,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
257,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
258,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,annual_income,lte,400000,Citizen annual_income must be lte '400000'
259,andhra-pradesh-phase-2-pucca-house-construction-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
260,andhra-pradesh-phase-2-pucca-house-construction-subsidy,annual_income,lte,250000,Citizen annual_income must be lte '250000'
261,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
262,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
263,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
264,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,annual_income,lte,200000,Citizen annual_income must be lte '200000'
265,andhra-pradesh-phase-2-rural-toilet-water-tap-incentive,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
266,andhra-pradesh-phase-2-rural-toilet-water-tap-incentive,annual_income,lte,200000,Citizen annual_income must be lte '200000'
267,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
268,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,occupation,eq,Business,Citizen occupation must be eq 'Business'
269,andhra-pradesh-phase-2-micro-enterprise-collateral-free-loan,annual_income,lte,800000,Citizen annual_income must be lte '800000'
270,andhra-pradesh-phase-2-women-entrepreneur-startup-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
271,andhra-pradesh-phase-2-women-entrepreneur-startup-grant,occupation,eq,Business,Citizen occupation must be eq 'Business'
272,andhra-pradesh-phase-2-women-entrepreneur-startup-grant,gender,eq,Female,Citizen gender must be eq 'Female'
273,andhra-pradesh-phase-2-export-promotion-quality-certification-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
274,andhra-pradesh-phase-2-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
275,andhra-pradesh-phase-2-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
276,andhra-pradesh-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
277,andhra-pradesh-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,occupation,eq,Business,Citizen occupation must be eq 'Business'
278,andhra-pradesh-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
279,andhra-pradesh-phase-2-e-vehicle-green-mobility-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
280,andhra-pradesh-phase-2-e-vehicle-green-mobility-subsidy,annual_income,lte,750000,Citizen annual_income must be lte '750000'
281,andhra-pradesh-phase-2-rainwater-harvesting-ground-water-recharge-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
282,andhra-pradesh-phase-2-rainwater-harvesting-ground-water-recharge-grant,annual_income,lte,500000,Citizen annual_income must be lte '500000'
283,andhra-pradesh-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
284,andhra-pradesh-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
285,andhra-pradesh-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,annual_income,lte,400000,Citizen annual_income must be lte '400000'
286,andhra-pradesh-phase-3-kisan-samriddhi-crop-assistance,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
287,andhra-pradesh-phase-3-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
288,andhra-pradesh-phase-3-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
289,andhra-pradesh-phase-3-solar-krishi-pump-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
290,andhra-pradesh-phase-3-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
291,andhra-pradesh-phase-3-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
292,andhra-pradesh-phase-3-horticulture-drip-irrigation-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
293,andhra-pradesh-phase-3-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
294,andhra-pradesh-phase-3-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
295,andhra-pradesh-phase-3-dairy-cattle-development-incentive,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
296,andhra-pradesh-phase-3-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
297,andhra-pradesh-phase-3-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
298,andhra-pradesh-phase-3-fodder-cultivation-animal-care-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
299,andhra-pradesh-phase-3-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
300,andhra-pradesh-phase-3-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
301,andhra-pradesh-phase-3-fisheries-pond-biofloc-support,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
302,andhra-pradesh-phase-3-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
303,andhra-pradesh-phase-3-fisheries-pond-biofloc-support,annual_income,lte,400000,Citizen annual_income must be lte '400000'
304,andhra-pradesh-phase-3-soil-health-organic-farming-mission,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
305,andhra-pradesh-phase-3-soil-health-organic-farming-mission,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
306,andhra-pradesh-phase-3-soil-health-organic-farming-mission,annual_income,lte,300000,Citizen annual_income must be lte '300000'
307,andhra-pradesh-phase-3-farm-mechanization-rotavator-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
308,andhra-pradesh-phase-3-farm-mechanization-rotavator-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
309,andhra-pradesh-phase-3-farm-mechanization-rotavator-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
310,andhra-pradesh-phase-3-post-matric-merit-scholarship,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
311,andhra-pradesh-phase-3-post-matric-merit-scholarship,occupation,eq,Student,Citizen occupation must be eq 'Student'
312,andhra-pradesh-phase-3-post-matric-merit-scholarship,annual_income,lte,250000,Citizen annual_income must be lte '250000'
313,andhra-pradesh-phase-3-free-digital-tablet-laptop-distribution,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
314,andhra-pradesh-phase-3-free-digital-tablet-laptop-distribution,occupation,eq,Student,Citizen occupation must be eq 'Student'
315,andhra-pradesh-phase-3-free-digital-tablet-laptop-distribution,annual_income,lte,400000,Citizen annual_income must be lte '400000'
316,andhra-pradesh-phase-3-competitive-exam-coaching-assistance,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
317,andhra-pradesh-phase-3-competitive-exam-coaching-assistance,occupation,eq,Student,Citizen occupation must be eq 'Student'
318,andhra-pradesh-phase-3-competitive-exam-coaching-assistance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
319,andhra-pradesh-phase-3-girl-child-higher-education-incentive,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
320,andhra-pradesh-phase-3-girl-child-higher-education-incentive,occupation,eq,Student,Citizen occupation must be eq 'Student'
321,andhra-pradesh-phase-3-girl-child-higher-education-incentive,gender,eq,Female,Citizen gender must be eq 'Female'
322,andhra-pradesh-phase-3-technical-polytechnic-skill-stipend,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
323,andhra-pradesh-phase-3-technical-polytechnic-skill-stipend,occupation,eq,Student,Citizen occupation must be eq 'Student'
324,andhra-pradesh-phase-3-technical-polytechnic-skill-stipend,annual_income,lte,300000,Citizen annual_income must be lte '300000'
325,andhra-pradesh-phase-3-overseas-education-scholarship-for-ews,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
326,andhra-pradesh-phase-3-overseas-education-scholarship-for-ews,occupation,eq,Student,Citizen occupation must be eq 'Student'
327,andhra-pradesh-phase-3-overseas-education-scholarship-for-ews,annual_income,lte,800000,Citizen annual_income must be lte '800000'
328,andhra-pradesh-phase-3-special-education-aid-for-divyang-students,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
329,andhra-pradesh-phase-3-special-education-aid-for-divyang-students,occupation,eq,Student,Citizen occupation must be eq 'Student'
330,andhra-pradesh-phase-3-special-education-aid-for-divyang-students,annual_income,lte,350000,Citizen annual_income must be lte '350000'
331,andhra-pradesh-phase-3-matru-kalyan-nutrition-dbt,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
332,andhra-pradesh-phase-3-matru-kalyan-nutrition-dbt,gender,eq,Female,Citizen gender must be eq 'Female'
333,andhra-pradesh-phase-3-mahila-swavalamban-livelihood-grant,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
334,andhra-pradesh-phase-3-mahila-swavalamban-livelihood-grant,gender,eq,Female,Citizen gender must be eq 'Female'
335,andhra-pradesh-phase-3-kanya-vivah-marriage-assistance,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
336,andhra-pradesh-phase-3-kanya-vivah-marriage-assistance,gender,eq,Female,Citizen gender must be eq 'Female'
337,andhra-pradesh-phase-3-working-women-hostel-transport-subsidy,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
338,andhra-pradesh-phase-3-working-women-hostel-transport-subsidy,gender,eq,Female,Citizen gender must be eq 'Female'
339,andhra-pradesh-phase-3-single-mother-destitute-women-pension,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
340,andhra-pradesh-phase-3-single-mother-destitute-women-pension,gender,eq,Female,Citizen gender must be eq 'Female'
341,andhra-pradesh-phase-3-sukanya-samriddhi-high-interest-top-up,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
342,andhra-pradesh-phase-3-sukanya-samriddhi-high-interest-top-up,gender,eq,Female,Citizen gender must be eq 'Female'
343,andhra-pradesh-phase-3-universal-cashless-health-insurance,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
344,andhra-pradesh-phase-3-universal-cashless-health-insurance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
345,andhra-pradesh-phase-3-critical-illness-relief-fund-cancer-kidney,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
346,andhra-pradesh-phase-3-critical-illness-relief-fund-cancer-kidney,annual_income,lte,300000,Citizen annual_income must be lte '300000'
347,andhra-pradesh-phase-3-free-diagnostic-tests-medicine-scheme,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
348,andhra-pradesh-phase-3-free-diagnostic-tests-medicine-scheme,annual_income,lte,400000,Citizen annual_income must be lte '400000'
349,andhra-pradesh-phase-3-senior-citizen-specialized-geriatric-care,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
350,andhra-pradesh-phase-3-senior-citizen-specialized-geriatric-care,age,gte,60,Citizen age must be gte '60'
351,andhra-pradesh-phase-3-emergency-accidental-trauma-insurance,state,eq,Andhra Pradesh,Citizen state must be eq 'Andhra Pradesh'
352,andhra-pradesh-phase-3-emergency-accidental-trauma-insurance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
353,arunachal-pradesh-kisan-samriddhi-crop-assistance,state,eq,Arunachal Pradesh,Citizen state must be eq 'Arunachal Pradesh'
354,arunachal-pradesh-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
355,arunachal-pradesh-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
356,arunachal-pradesh-solar-krishi-pump-subsidy,state,eq,Arunachal Pradesh,Citizen state must be eq 'Arunachal Pradesh'
357,arunachal-pradesh-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
358,arunachal-pradesh-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
359,arunachal-pradesh-horticulture-drip-irrigation-grant,state,eq,Arunachal Pradesh,Citizen state must be eq 'Arunachal Pradesh'
360,arunachal-pradesh-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
361,arunachal-pradesh-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
362,arunachal-pradesh-dairy-cattle-development-incentive,state,eq,Arunachal Pradesh,Citizen state must be eq 'Arunachal Pradesh'
363,arunachal-pradesh-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
364,arunachal-pradesh-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
365,arunachal-pradesh-fodder-cultivation-animal-care-grant,state,eq,Arunachal Pradesh,Citizen state must be eq 'Arunachal Pradesh'
366,arunachal-pradesh-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
367,arunachal-pradesh-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
368,arunachal-pradesh-fisheries-pond-biofloc-support,state,eq,Arunachal Pradesh,Citizen state must be eq 'Arunachal Pradesh'
369,arunachal-pradesh-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
